name;percent_change;values
Creditcoin;24h;2.40597924
Creditcoin;7d;-0.84815348
Creditcoin;30d;-15.97477706
Creditcoin;60d;-39.66346259
Creditcoin;90d;-43.0369299
MX Token;1h;0.26477437
MX Token;24h;0.33319606
MX Token;7d;3.97377726
MX Token;30d;-14.82160153
MX Token;60d;-20.39909993
MX Token;90d;-9.6257952
SafePal;1h;-1.03506417
SafePal;24h;0.01830935
SafePal;7d;-0.08526953
SafePal;30d;-15.04424543
SafePal;60d;-19.46150139
SafePal;90d;-8.27799124
LayerZero;1h;-1.54514159
LayerZero;24h;7.08889149
LayerZero;7d;38.27499848
LayerZero;30d;-13.2151721
LayerZero;60d;-41.69301651
LayerZero;90d;-50.81335069
Bounce Token;1h;0.40451608
Bounce Token;24h;3.8977507
Bounce Token;7d;66.39874165
Bounce Token;30d;305.82406303
Bounce Token;60d;199.31752809
Bounce Token;90d;161.53487542
EigenLayer;1h;-1.94420868
EigenLayer;24h;-1.18501065
EigenLayer;7d;2.9085492
EigenLayer;30d;-31.10342053
EigenLayer;60d;-58.79755191
EigenLayer;90d;-68.72760634
Theta Fuel;1h;-0.95677167
Theta Fuel;24h;0.37054019
Theta Fuel;7d;3.25583755
Theta Fuel;30d;-18.54362603
Theta Fuel;60d;-40.09852774
Theta Fuel;90d;-35.72193598
Aethir;1h;-1.57070549
Aethir;24h;-0.75282014
Aethir;7d;-15.12767005
Aethir;30d;-7.51678938
Aethir;60d;-43.83184624
Aethir;90d;-50.83712283
ZKsync;1h;-1.91457066
ZKsync;24h;-0.49763222
ZKsync;7d;0.56358294
ZKsync;30d;-33.37781
ZKsync;60d;-56.79440702
ZKsync;90d;-55.33883863
SATS (Ordinals);1h;-0.36604425
SATS (Ordinals);24h;-0.43752891
SATS (Ordinals);7d;-1.60136037
SATS (Ordinals);30d;-2.36551249
SATS (Ordinals);60d;3.18455639
SATS (Ordinals);90d;-25.14444541
Cheems (cheems.pet);1h;-1.07430889
Cheems (cheems.pet);24h;-4.83117056
Cheems (cheems.pet);7d;47.02465252
Cheems (cheems.pet);30d;55.56402384
Cheems (cheems.pet);60d;112.77478876
Cheems (cheems.pet);90d;41.08434157
Zilliqa;1h;-0.98743579
Zilliqa;24h;-0.02316783
Zilliqa;7d;3.01625192
Zilliqa;30d;-11.43643308
Zilliqa;60d;-38.53987435
Zilliqa;90d;-31.82711805
Astar;1h;-2.07086748
Astar;24h;0.55612137
Astar;7d;5.10076818
Astar;30d;-14.62473264
Astar;60d;-42.25207929
Astar;90d;-40.8744367
DeepBook Protocol;1h;-2.92140491
DeepBook Protocol;24h;1.73857248
DeepBook Protocol;7d;-6.87432972
DeepBook Protocol;30d;-34.8997592
DeepBook Protocol;60d;-70.8300893
DeepBook Protocol;90d;0.10511571
Wormhole;1h;-2.29262177
Wormhole;24h;-2.13490327
Wormhole;7d;-6.42222259
Wormhole;30d;-50.38200705
Wormhole;60d;-64.78720758
Wormhole;90d;-66.68036101
Notcoin;1h;-2.16422581
Notcoin;24h;-0.36756981
Notcoin;7d;10.64546336
Notcoin;30d;-16.02917897
Notcoin;60d;-56.14186188
Notcoin;90d;-59.22036566
Blur;1h;-1.9269921
Blur;24h;-0.77649009
Blur;7d;2.49966487
Blur;30d;-21.3504191
Blur;60d;-48.20509583
Blur;90d;-56.51301164
Qtum;1h;-1.36906996
Qtum;24h;0.07435415
Qtum;7d;6.12758483
Qtum;30d;-31.1103556
Qtum;60d;-26.1591203
Qtum;90d;-18.0101804
SuperVerse;1h;-1.72105773
SuperVerse;24h;0.12315408
SuperVerse;7d;5.60483941
SuperVerse;30d;-31.52886402
SuperVerse;60d;-60.31651879
SuperVerse;90d;-65.12743732
Nervos Network;1h;-1.71966945
Nervos Network;24h;-4.54716204
Nervos Network;7d;4.0385729
Nervos Network;30d;-20.35823196
Nervos Network;60d;-48.67914777
Nervos Network;90d;-46.9743058
Polyhedra Network;1h;-0.05982465
Polyhedra Network;24h;0.62743203
Polyhedra Network;7d;2.0892765
Polyhedra Network;30d;1.27549124
Polyhedra Network;60d;8.89949497
Polyhedra Network;90d;10.76414336
Oasis;1h;-1.47506644
Oasis;24h;-0.178836
Oasis;7d;2.64646855
Oasis;30d;-20.94230952
Oasis;60d;-55.12055089
Oasis;90d;-56.53645938
Basic Attention Token;1h;-1.1650026
Basic Attention Token;24h;-1.16424859
Basic Attention Token;7d;4.62946209
Basic Attention Token;30d;-13.2964639
Basic Attention Token;60d;-34.03148201
Basic Attention Token;90d;-25.35844249
VeThor Token;1h;-1.04574715
VeThor Token;24h;-1.36561103
VeThor Token;7d;5.80009069
VeThor Token;30d;-24.05730959
VeThor Token;60d;5.60896382
VeThor Token;90d;9.57114186
0x Protocol;1h;-1.64502397
0x Protocol;24h;0.61497192
0x Protocol;7d;7.72464676
0x Protocol;30d;-15.28412542
0x Protocol;60d;-43.5632741
0x Protocol;90d;-37.06723693
SPACE ID;1h;-1.52936341
SPACE ID;24h;-1.83198451
SPACE ID;7d;7.64950197
SPACE ID;30d;-18.54334368
SPACE ID;60d;-39.47153304
SPACE ID;90d;-34.47067641
WEMIX;1h;-0.35290196
WEMIX;24h;-1.22797464
WEMIX;7d;9.43865419
WEMIX;30d;-32.511826
WEMIX;60d;-34.77932733
WEMIX;90d;-36.4513458
Mask Network;1h;-0.1368364
Mask Network;24h;1.04098475
Mask Network;7d;0.40266254
Mask Network;30d;-0.41876087
Mask Network;60d;-15.51441224
Mask Network;90d;-18.62953517
Baby Doge Coin;1h;-1.54840538
Baby Doge Coin;24h;-0.79310932
Baby Doge Coin;7d;9.10981373
Baby Doge Coin;30d;-16.83522727
Baby Doge Coin;60d;-44.80320963
Baby Doge Coin;90d;-56.71884571
Safe;1h;-1.04250662
Safe;24h;-1.03670137
Safe;7d;0.38568301
Safe;30d;-30.0441513
Safe;60d;-53.11940852
Safe;90d;-56.3859961
Livepeer;1h;-2.04844312
Livepeer;24h;-3.28646834
Livepeer;7d;3.00855838
Livepeer;30d;-25.35316909
Livepeer;60d;-56.98245695
Livepeer;90d;-51.37764351
ai16z;1h;-2.15974712
ai16z;24h;8.76647585
ai16z;7d;0.4001943
ai16z;30d;-43.41053158
ai16z;60d;-81.14342687
ai16z;90d;-65.91809414
Solayer;1h;-2.09933611
Solayer;24h;3.13626825
Solayer;7d;-13.06188031
Solayer;30d;53.9747344
Solayer;60d;-23.5306578
Solayer;90d;-23.5306578
Osmosis;1h;-2.0661522
Osmosis;24h;-0.20063846
Osmosis;7d;7.88412472
Osmosis;30d;-7.91584947
Osmosis;60d;-33.04944141
Osmosis;90d;-31.26419551
ORDI;1h;-2.25728871
ORDI;24h;2.86852296
ORDI;7d;10.66975693
ORDI;30d;-16.55802693
ORDI;60d;-57.43290527
ORDI;90d;-60.17567011
Celo;1h;-1.62742893
Celo;24h;-1.72408602
Celo;7d;7.04146559
Celo;30d;-16.03122526
Celo;60d;-41.24313268
Celo;90d;-40.17474173
Alchemy Pay;1h;-1.58098807
Alchemy Pay;24h;-0.49188888
Alchemy Pay;7d;-3.64719903
Alchemy Pay;30d;-33.78412263
Alchemy Pay;60d;5.812722
Alchemy Pay;90d;5.52183057
Decred;1h;-0.91521586
Decred;24h;0.05968387
Decred;7d;5.57697334
Decred;30d;-10.01776788
Decred;60d;-11.62859571
Decred;90d;-16.32724
Convex Finance;1h;-1.80874443
Convex Finance;24h;-4.03165607
Convex Finance;7d;10.24755717
Convex Finance;30d;-8.46729224
Convex Finance;60d;-49.62184545
Convex Finance;90d;-45.64997632
Holo;1h;-1.42218297
Holo;24h;-0.16702966
Holo;7d;2.22676748
Holo;30d;-26.36569847
Holo;60d;-51.42058183
Holo;90d;-46.85657116
OriginTrail;1h;-1.50235581
OriginTrail;24h;-1.44864541
OriginTrail;7d;8.61749129
OriginTrail;30d;-18.27374551
OriginTrail;60d;-40.96832614
OriginTrail;90d;-49.5243992
Gas;1h;-1.18426631
Gas;24h;-1.69752033
Gas;7d;3.19250109
Gas;30d;-21.45738747
Gas;60d;-38.09025468
Gas;90d;-26.51904867
Dog (Bitcoin);1h;-1.32837691
Dog (Bitcoin);24h;0.6936024
Dog (Bitcoin);7d;6.73567264
Dog (Bitcoin);30d;-32.00986281
Dog (Bitcoin);60d;-56.6645727
Dog (Bitcoin);90d;-67.14204395
Frax Share;1h;-2.60253377
Frax Share;24h;2.49147274
Frax Share;7d;48.50300649
Frax Share;30d;20.85024224
Frax Share;60d;-28.98885681
Frax Share;90d;-8.19406912
RedStone;1h;-1.16416059
RedStone;24h;-2.72592669
RedStone;7d;16.79639641
RedStone;30d;69.95522374
RedStone;60d;69.95522374
RedStone;90d;69.95522374
Vana;1h;-1.01499601
Vana;24h;9.83555298
Vana;7d;12.44701628
Vana;30d;11.86141778
Vana;60d;-37.19503643
Vana;90d;-59.97000192
Siacoin;1h;-1.31411702
Siacoin;24h;-1.80140584
Siacoin;7d;6.40199105
Siacoin;30d;-19.92796444
Siacoin;60d;-38.84981867
Siacoin;90d;-33.42677327
Ravencoin;1h;-1.52045618
Ravencoin;24h;0.9652081
Ravencoin;7d;2.51989535
Ravencoin;30d;-11.4011309
Ravencoin;60d;-35.88161888
Ravencoin;90d;-34.48061924
Mog Coin;1h;-2.45901943
Mog Coin;24h;-0.11797804
Mog Coin;7d;2.18343402
Mog Coin;30d;-42.18021363
Mog Coin;60d;-71.40920629
Mog Coin;90d;-77.73312951
Popcat (SOL);1h;-1.6631914
Popcat (SOL);24h;-5.5588636
Popcat (SOL);7d;9.44119537
Popcat (SOL);30d;-27.10684055
Popcat (SOL);60d;-65.25637607
Popcat (SOL);90d;-72.78780091
Ankr;1h;-1.43213692
Ankr;24h;-0.18770165
Ankr;7d;3.62693443
Ankr;30d;-18.99979438
Ankr;60d;-44.76444435
Ankr;90d;-42.82920597
aelf;1h;-0.4282703
aelf;24h;1.2398167
aelf;7d;-15.0456408
aelf;30d;-14.13039386
aelf;60d;-39.56537623
aelf;90d;-41.28520451
Fasttoken;1h;-0.1273682
Fasttoken;24h;-0.11686273
Fasttoken;7d;0.77122193
Fasttoken;30d;2.26686556
Fasttoken;60d;5.49305488
Fasttoken;90d;23.39816311
Usual USD;1h;0.0082914
Usual USD;24h;0.02247976
Usual USD;7d;0.03363146
Usual USD;30d;0.05269034
Usual USD;60d;-0.0116032
Usual USD;90d;-0.24266082
Zeebu;1h;-0.33872983
Zeebu;24h;1.363597
Zeebu;7d;2.14732424
Zeebu;30d;-2.45635188
Zeebu;60d;-10.57788795
Zeebu;90d;-17.17013279
AB;1h;0.25520185
AB;24h;3.05970294
AB;7d;1.64710707
AB;30d;23.17601774
AB;60d;1594.25694403
AB;90d;22182.08253067
Ultima;1h;0.28594544
Ultima;24h;-0.78465346
Ultima;7d;22.34301066
Ultima;30d;0.46212939
Ultima;60d;119.51774886
Ultima;90d;403.38231573
Dohrnii;1h;-0.06905277
Dohrnii;24h;12.17669445
Dohrnii;7d;-4.42003293
Dohrnii;30d;364.83063713
Dohrnii;60d;5263943.99009749
Dohrnii;90d;6403826.52460725
Fellaz;1h;0.18285385
Fellaz;24h;0.17642263
Fellaz;7d;2.86260368
Fellaz;30d;-9.59408507
Fellaz;60d;-34.69984114
Fellaz;90d;-33.85072971
Telcoin;1h;-3.43735644
Telcoin;24h;16.86785165
Telcoin;7d;10.74878688
Telcoin;30d;-38.0238341
Telcoin;60d;2.2287228
Telcoin;90d;32.33501244
would;1h;-1.69307388
would;24h;-0.44405
would;7d;-1.27886916
would;30d;54.63842334
would;60d;54.63842334
would;90d;54.63842334
Beldex;1h;-0.22297023
Beldex;24h;-1.13844504
Beldex;7d;2.04770808
Beldex;30d;0.31589695
Beldex;60d;-4.29156111
Beldex;90d;-0.35901055
Cheelee;1h;-0.92818045
Cheelee;24h;1.99561438
Cheelee;7d;4.35792213
Cheelee;30d;1.96275716
Cheelee;60d;1.30862479
Cheelee;90d;-12.75853787
Ondo US Dollar Yield;1h;-0.02824989
Ondo US Dollar Yield;24h;0.05639288
Ondo US Dollar Yield;7d;-0.02644637
Ondo US Dollar Yield;30d;1.16505428
Ondo US Dollar Yield;60d;2.08415228
Ondo US Dollar Yield;90d;2.23708963
Olympus v2;1h;0.0051131
Olympus v2;24h;0.57353419
Olympus v2;7d;-2.67515098
Olympus v2;30d;-12.06233155
Olympus v2;60d;-3.89519758
Olympus v2;90d;26.1140945
Frax;1h;-0.01290866
Frax;24h;0.00587284
Frax;7d;0.04806995
Frax;30d;0.31598739
Frax;60d;0.38149941
Frax;90d;0.4833621
UPCX;1h;0.16183272
UPCX;24h;4.83428851
UPCX;7d;39.02050256
UPCX;30d;36.78722976
UPCX;60d;20.8296241
UPCX;90d;-0.07899153
USDD;1h;-0.07117247
USDD;24h;0.01558942
USDD;7d;-0.00975981
USDD;30d;-0.08627897
USDD;60d;0.39313628
USDD;90d;0.48815983
Staika;1h;-0.15921827
Staika;24h;-0.16071366
Staika;7d;0.87392509
Staika;30d;3.00440001
Staika;60d;229.62408316
Staika;90d;274.18500408
Snek;1h;-2.039651
Snek;24h;-1.09155832
Snek;7d;-4.49128299
Snek;30d;-28.35744333
Snek;60d;-41.69642145
Snek;90d;-31.58475422
Elixir deUSD;1h;0.01756724
Elixir deUSD;24h;-0.06526635
Elixir deUSD;7d;-0.09714527
Elixir deUSD;30d;-0.13958855
Elixir deUSD;60d;-0.06901724
Elixir deUSD;90d;-0.07423785
WhiteRock;1h;1.55552673
WhiteRock;24h;9.92708661
WhiteRock;7d;-47.87732163
WhiteRock;30d;142.71743662
WhiteRock;60d;152.60703174
WhiteRock;90d;16.65321142
Venice Token;1h;-1.05505818
Venice Token;24h;2.01675874
Venice Token;7d;-4.35507107
Venice Token;30d;-37.16913648
Venice Token;60d;-75.50989923
Venice Token;90d;-75.50989923
Chintai;1h;-3.18158567
Chintai;24h;4.19515725
Chintai;7d;4.48960377
Chintai;30d;-46.83436648
Chintai;60d;-58.61920443
Chintai;90d;-63.16031556
Solana Swap;1h;-2.48391252
Solana Swap;24h;-0.40489424
Solana Swap;7d;89.79241724
Solana Swap;30d;-70.52849757
Solana Swap;60d;-84.23141565
Solana Swap;90d;-90.68857191
48 Club Token;1h;-0.36355444
48 Club Token;24h;3.85697286
48 Club Token;7d;43.39496948
48 Club Token;30d;63.26793233
48 Club Token;60d;92.87358947
48 Club Token;90d;137.15061446
Rollbit Coin;1h;-0.25609108
Rollbit Coin;24h;-0.25545191
Rollbit Coin;7d;9.78676592
Rollbit Coin;30d;8.86246388
Rollbit Coin;60d;3.83830545
Rollbit Coin;90d;-24.44370385
SwissBorg;1h;-0.2991525
SwissBorg;24h;2.81668109
SwissBorg;7d;1.59891846
SwissBorg;30d;-25.62170539
SwissBorg;60d;-44.32192283
SwissBorg;90d;-34.88291939
GoМining;1h;-0.69528417
GoМining;24h;4.32838401
GoМining;7d;4.14535249
GoМining;30d;-5.2873246
GoМining;60d;-14.56379722
GoМining;90d;-9.89094187
SushiSwap;1h;-1.86672168
SushiSwap;24h;0.84016945
SushiSwap;7d;8.81763615
SushiSwap;30d;-23.57230659
SushiSwap;60d;-52.5291602
SushiSwap;90d;-49.73695013
Moca Network;1h;-2.01932688
Moca Network;24h;-1.85887958
Moca Network;7d;3.66057153
Moca Network;30d;-28.43901768
Moca Network;60d;-51.14610403
Moca Network;90d;-48.96006459
Act I : The AI Prophecy;1h;-0.02539949
Act I : The AI Prophecy;24h;-0.61041924
Act I : The AI Prophecy;7d;-2.81815002
Act I : The AI Prophecy;30d;2.89335668
Act I : The AI Prophecy;60d;-1.08156751
Act I : The AI Prophecy;90d;-38.61061797
NEM;1h;-0.51902417
NEM;24h;-0.28272757
NEM;7d;1.31960447
NEM;30d;-21.96642861
NEM;60d;-19.01312908
NEM;90d;-13.55937723
yearn.finance;1h;-1.81173864
yearn.finance;24h;-0.1503171
yearn.finance;7d;3.66941856
yearn.finance;30d;-12.03856339
yearn.finance;60d;-32.887603
yearn.finance;90d;-32.44516724
Drift;1h;-1.38371639
Drift;24h;1.47701901
Drift;7d;14.07263254
Drift;30d;-8.81171898
Drift;60d;-48.4435613
Drift;90d;-35.04137347
Chia;1h;-0.82154253
Chia;24h;-1.4293593
Chia;7d;-2.65728118
Chia;30d;-6.81020987
Chia;60d;-39.77435371
Chia;90d;-36.18188341
Peanut the Squirrel;1h;-2.70047671
Peanut the Squirrel;24h;0.60880985
Peanut the Squirrel;7d;3.72043462
Peanut the Squirrel;30d;18.64146453
Peanut the Squirrel;60d;-61.73552402
Peanut the Squirrel;90d;-71.45957319
cat in a dogs world;1h;-2.04831587
cat in a dogs world;24h;1.32965384
cat in a dogs world;7d;3.7290001
cat in a dogs world;30d;-30.63050296
cat in a dogs world;60d;-67.76101312
cat in a dogs world;90d;-65.5078768
Harmony;1h;-1.39218012
Harmony;24h;2.6757585
Harmony;7d;6.26970204
Harmony;30d;-21.99550976
Harmony;60d;-49.04801808
Harmony;90d;-47.94127808
Threshold;1h;-1.47028692
Threshold;24h;-3.41780703
Threshold;7d;2.33823509
Threshold;30d;-18.79588565
Threshold;60d;-37.22777811
Threshold;90d;-33.88355665
Ripple USD;1h;-0.01084895
Ripple USD;24h;-0.02269714
Ripple USD;7d;-0.04641202
Ripple USD;30d;-0.03191859
Ripple USD;60d;-0.07141237
Ripple USD;90d;-0.37605556
UXLINK;1h;-0.89949248
UXLINK;24h;-5.54662512
UXLINK;7d;12.80319477
UXLINK;30d;-19.34745131
UXLINK;60d;-45.43203268
UXLINK;90d;-55.14529674
Waves;1h;-0.71416797
Waves;24h;-1.10195566
Waves;7d;-0.39236977
Waves;30d;-15.22890705
Waves;60d;-15.60499814
Waves;90d;9.14368661
Enjin Coin;1h;-1.82927141
Enjin Coin;24h;-0.73483791
Enjin Coin;7d;0.9518749
Enjin Coin;30d;-21.46678647
Enjin Coin;60d;-49.42486013
Enjin Coin;90d;-53.21090553
IoTeX;1h;-1.79289146
IoTeX;24h;-0.53161511
IoTeX;7d;4.15408339
IoTeX;30d;-7.02558008
IoTeX;60d;-51.34109259
IoTeX;90d;-46.76641927
Hivemapper;1h;0.28067565
Hivemapper;24h;5.37409646
Hivemapper;7d;0.56767847
Hivemapper;30d;-2.0903472
Hivemapper;60d;-41.13653772
Hivemapper;90d;-40.71380617
WOO;1h;-1.69673281
WOO;24h;-1.48358113
WOO;7d;4.14333783
WOO;30d;-28.1660574
WOO;60d;-54.56696408
WOO;90d;-54.64351586
Sun [New];1h;-0.53004568
Sun [New];24h;-2.61296531
Sun [New];7d;2.85252847
Sun [New];30d;-11.59620215
Sun [New];60d;-23.19570472
Sun [New];90d;-15.06943773
SKALE;1h;-1.96292998
SKALE;24h;-0.66673423
SKALE;7d;5.45995845
SKALE;30d;-17.72312184
SKALE;60d;-37.08939124
SKALE;90d;-36.78294304
Turbo;1h;-2.72229895
Turbo;24h;0.17809244
Turbo;7d;0.42008666
Turbo;30d;-32.24107351
Turbo;60d;-67.09327341
Turbo;90d;-68.74852508
ZetaChain;1h;-2.21589146
ZetaChain;24h;-1.66562924
ZetaChain;7d;-0.11433656
ZetaChain;30d;-28.28995317
ZetaChain;60d;-58.48154158
ZetaChain;90d;-59.03673306
XYO;1h;-1.5927553
XYO;24h;-4.37442454
XYO;7d;7.82840627
XYO;30d;-27.31489624
XYO;60d;-32.45435302
XYO;90d;-36.82696438
EthereumPoW;1h;-1.46325331
EthereumPoW;24h;-1.29232249
EthereumPoW;7d;0.65820021
EthereumPoW;30d;-29.35072214
EthereumPoW;60d;-49.74373647
EthereumPoW;90d;-52.93594417
AI Companions;1h;-0.30349982
AI Companions;24h;7.86392278
AI Companions;7d;-4.18469658
AI Companions;30d;-47.03469868
AI Companions;60d;126.21041433
AI Companions;90d;89.9473295
Casper;1h;-0.56239081
Casper;24h;-4.76429138
Casper;7d;7.77488135
Casper;30d;-9.42414322
Casper;60d;-27.19649502
Casper;90d;-14.02022215
Echelon Prime;1h;-0.3243008
Echelon Prime;24h;-0.87814647
Echelon Prime;7d;22.50844013
Echelon Prime;30d;-27.01652748
Echelon Prime;60d;-67.13962837
Echelon Prime;90d;-56.27674776
ether.fi;1h;-2.8269232
ether.fi;24h;-4.99562997
ether.fi;7d;-3.91890268
ether.fi;30d;-41.33903547
ether.fi;60d;-63.26458694
ether.fi;90d;-64.86760985
Magic Eden;1h;-2.25489664
Magic Eden;24h;-3.06597522
Magic Eden;7d;3.61617134
Magic Eden;30d;-21.65851216
Magic Eden;60d;-50.94786856
Magic Eden;90d;-61.34321677
Horizen;1h;-1.6939552
Horizen;24h;-0.34873841
Horizen;7d;1.40867771
Horizen;30d;-31.32168325
Horizen;60d;-60.17948947
Horizen;90d;-47.69197882
Kadena;1h;-2.51152601
Kadena;24h;-1.13726707
Kadena;7d;8.51408635
Kadena;30d;-8.53583356
Kadena;60d;-47.54034495
Kadena;90d;-45.96704507
EURC;1h;0.14343461
EURC;24h;-0.32632147
EURC;7d;0.06284279
EURC;30d;4.08029604
EURC;60d;5.69915288
EURC;90d;3.6367423
Loopring;1h;-1.50201827
Loopring;24h;-0.9673751
Loopring;7d;3.42923832
Loopring;30d;-17.76709976
Loopring;60d;-41.40072773
Loopring;90d;-41.08913889
GMX;1h;-1.9348368
GMX;24h;-1.07403773
GMX;7d;-0.35180456
GMX;30d;-25.33119565
GMX;60d;-36.62159327
GMX;90d;-42.80405234
Freysa;1h;-0.42783079
Freysa;24h;3.4418408
Freysa;7d;-1.94475504
Freysa;30d;-44.47036448
Freysa;60d;-64.8637031
Freysa;90d;28.01798206
Terra;1h;-1.99439636
Terra;24h;-1.86452708
Terra;7d;4.77286784
Terra;30d;-19.98369763
Terra;60d;-45.9207993
Terra;90d;-46.51275566
DigiByte;1h;-1.33929265
DigiByte;24h;0.47935409
DigiByte;7d;-3.30830231
DigiByte;30d;1.99305255
DigiByte;60d;-28.82518257
DigiByte;90d;-17.78413172
Nano;1h;-1.16844322
Nano;24h;-1.96698054
Nano;7d;-2.3862946
Nano;30d;-20.8578523
Nano;60d;-15.30595373
Nano;90d;-9.64580992
GMT;1h;-2.03118154
GMT;24h;-1.54131477
GMT;7d;7.30064789
GMT;30d;-22.16346641
GMT;60d;-54.50354301
GMT;90d;-60.39816141
Metaplex;1h;-1.40456084
Metaplex;24h;5.09615731
Metaplex;7d;3.73872974
Metaplex;30d;-34.02798731
Metaplex;60d;-23.85181779
Metaplex;90d;-22.84818372
Toshi;1h;-4.29976442
Toshi;24h;-6.04555296
Toshi;7d;-26.53877376
Toshi;30d;-50.3142623
Toshi;60d;-13.58182003
Toshi;90d;135.08637336
Mythos;1h;-0.04800367
Mythos;24h;-1.50169969
Mythos;7d;4.48554889
Mythos;30d;30.52954183
Mythos;60d;-21.42749303
Mythos;90d;-8.1711606
Gravity;1h;-1.50943095
Gravity;24h;-0.7010828
Gravity;7d;6.03320329
Gravity;30d;-15.90509615
Gravity;60d;-42.93004282
Gravity;90d;-40.07881024
Ontology;1h;-1.75672351
Ontology;24h;0.4257244
Ontology;7d;7.33266033
Ontology;30d;-17.93962407
Ontology;60d;-33.75900816
Ontology;90d;-24.65283391
Gigachad;1h;-3.2987789
Gigachad;24h;1.98877286
Gigachad;7d;17.82303348
Gigachad;30d;-43.68488688
Gigachad;60d;-77.07088152
Gigachad;90d;-61.22837759
Global Dollar;1h;0.00310527
Global Dollar;24h;0.00634943
Global Dollar;7d;-0.05454408
Global Dollar;30d;0.02358338
Global Dollar;60d;-0.02065474
Global Dollar;90d;-0.26353358
Destra Network;1h;-1.78933341
Destra Network;24h;-1.89702162
Destra Network;7d;-10.17855879
Destra Network;30d;-28.3008326
Destra Network;60d;-54.57708278
Destra Network;90d;-52.24303679
Hamster Kombat;1h;-0.41228574
Hamster Kombat;24h;5.38377692
Hamster Kombat;7d;-0.30960089
Hamster Kombat;30d;36.00535179
Hamster Kombat;60d;-27.14919725
Hamster Kombat;90d;-9.92604222
Orbler;1h;0.06397152
Orbler;24h;0.32665401
Orbler;7d;-18.73728043
Orbler;30d;-14.38867453
Orbler;60d;-40.11871354
Orbler;90d;-50.4467438
STASIS EURO;1h;-0.02871591
STASIS EURO;24h;-0.59416775
STASIS EURO;7d;-0.38546774
STASIS EURO;30d;3.16452979
STASIS EURO;60d;2.80202889
STASIS EURO;90d;4.52007628
Qubic;1h;-1.56497233
Qubic;24h;-5.59221112
Qubic;7d;22.74285301
Qubic;30d;-24.87888232
Qubic;60d;-49.03050201
Qubic;90d;-59.61521744
Solar;1h;-1.29618702
Solar;24h;-0.84240522
Solar;7d;4.73349041
Solar;30d;-18.12648109
Solar;60d;-33.69792066
Solar;90d;-24.69851855
Sologenic;1h;-1.34779684
Sologenic;24h;9.55808015
Sologenic;7d;19.24946056
Sologenic;30d;-15.38034568
Sologenic;60d;-37.28254783
Sologenic;90d;-16.10932264
LCX;1h;0.54813459
LCX;24h;4.67952341
LCX;7d;8.67996822
LCX;30d;-12.08444476
LCX;60d;-28.47692982
LCX;90d;-31.82725867
Polymesh;1h;-1.49174694
Polymesh;24h;-3.07534406
Polymesh;7d;3.90593141
Polymesh;30d;-20.75664563
Polymesh;60d;-47.12453368
Polymesh;90d;-45.01452152
Constellation;1h;-1.08096418
Constellation;24h;0.94054518
Constellation;7d;-7.35293057
Constellation;30d;-14.36660839
Constellation;60d;-28.80628458
Constellation;90d;-23.59526365
Euler;1h;-1.14630478
Euler;24h;4.88730238
Euler;7d;34.0935383
Euler;30d;78.94743115
Euler;60d;74.99793938
Euler;90d;159.23362013
Mubarak;1h;0.77284862
Mubarak;24h;-16.85952299
Mubarak;7d;64.43947536
Mubarak;30d;64.43947536
Mubarak;60d;64.43947536
Mubarak;90d;64.43947536
CoW Protocol;1h;-1.63963541
CoW Protocol;24h;-0.03948674
CoW Protocol;7d;6.54118514
CoW Protocol;30d;-3.22003344
CoW Protocol;60d;-50.06937122
CoW Protocol;90d;-48.73874145
Arkham;1h;-1.79941098
Arkham;24h;0.77350255
Arkham;7d;7.67111673
Arkham;30d;-14.71715689
Arkham;60d;-56.59721027
Arkham;90d;-59.23145633
Band Protocol;1h;-1.81022077
Band Protocol;24h;-1.81016143
Band Protocol;7d;3.97273013
